metric,events,condition,loss,mean,candidate_sd,eligible,targets,candidates_per_target
phrase-cosine,2,pitch,linear_mss,0.09654824186958018,0.30292774442853726,16384,32,512
phrase-cosine,2,pitch,smooth_mss,0.12331625878395709,0.2783002223532783,16384,32,512
phrase-cosine,2,pitch,sot_published_composite,-0.010338990988198769,0.21104832689071182,16384,32,512
phrase-cosine,2,pitch,linear_jtfot,0.06822224302319116,0.23607167785581018,16384,32,512
phrase-cosine,2,pitch,log_jtfot,0.12000164050049075,0.26010062716426857,16384,32,512
phrase-cosine,2,pitch,bidirectional_cumulative_energy,0.44716911571104906,0.2974311832658241,16384,32,512
phrase-cosine,2,pitch,log_quadrature_bicul,0.4627268996341083,0.29487952610806384,16384,32,512
phrase-cosine,2,pitch,fading,0.46563197654839666,0.29710768714004987,16384,32,512
phrase-cosine,4,pitch,waveform_l1,0.004371403602212999,0.21447701219390877,8192,32,256
phrase-cosine,4,pitch,waveform_mse,0.0016554228550738227,0.2207436640402851,8192,32,256
phrase-cosine,4,pitch,single_stft,0.03542923684957712,0.2494835212976645,8192,32,256
phrase-cosine,4,pitch,linear_mss,0.023033969509727685,0.23328596163818655,8192,32,256
phrase-cosine,4,pitch,smooth_mss,0.04421996443184843,0.2512413958796357,8192,32,256
phrase-cosine,4,pitch,sot_published_composite,0.008879270349095005,0.2117199953749971,8192,32,256
phrase-cosine,4,pitch,linear_jtfot,0.04286403321101004,0.22276012866299097,8192,32,256
phrase-cosine,4,pitch,log_jtfot,0.056202556159111156,0.2287682863546502,8192,32,256
phrase-cosine,4,pitch,bidirectional_cumulative_energy,0.2174966345702236,0.24369274793353723,8192,32,256
phrase-cosine,4,pitch,log_quadrature_bicul,0.2331091329256017,0.24230677104387086,8192,32,256
phrase-cosine,4,pitch,fading,0.24854750046396187,0.25741676659314655,8192,32,256
phrase-cosine,1,time,waveform_l1,0.014488287036949283,0.9406079820154533,1024,1,1024
phrase-cosine,1,time,waveform_mse,0.010532163845087584,0.9608719636619538,1024,1,1024
phrase-cosine,1,time,single_stft,0.5346482158957108,0.7746089262940237,1024,1,1024
