events,profile,perturbation,metric,variant,phrases,mean,std,median
2,structured,initialisation,onset_directed,cel_06_lw,5,0.9,0.22360679774997896,1.0
2,structured,initialisation,onset_directed,cel_07_lw,5,0.9,0.22360679774997896,1.0
2,structured,initialisation,onset_directed,cel_08_lw,5,0.6,0.22360679774997902,0.5
2,structured,initialisation,onset_directed,cel_09_lw,5,0.8,0.27386127875258304,1.0
2,structured,initialisation,onset_directed,cel_10_lw,5,0.8,0.27386127875258304,1.0
2,structured,initialisation,onset_directed,cel_11_lw,5,0.8,0.27386127875258304,1.0
2,structured,initialisation,onset_directed,cel_12_lw,5,0.6,0.22360679774997902,0.5
2,structured,initialisation,onset_directed,cel_13_lw,5,0.9,0.22360679774997896,1.0
2,structured,initialisation,onset_directed,cel_14_lw,5,0.9,0.22360679774997896,1.0
2,structured,initialisation,onset_directed,cel_15_lw,5,0.8,0.27386127875258304,1.0
2,structured,initialisation,phrase_directed,cel_01,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_02,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_03,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_04,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_05,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_06,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_07,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_08,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_09,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_10,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_11,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_12,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_13,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_14,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_15,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_01_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_02_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_03_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_04_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_05_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_06_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_07_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_08_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_09_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_10_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_11_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_12_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_13_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_14_lw,5,1.0,0.0,1.0
2,structured,initialisation,phrase_directed,cel_15_lw,5,1.0,0.0,1.0
2,structured,initialisation,pitch_directed,cel_01,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_02,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_03,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_04,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_05,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_06,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_07,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_08,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_09,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_10,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_11,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_12,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_13,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_14,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_15,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_01_lw,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_02_lw,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_03_lw,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_04_lw,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_05_lw,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_06_lw,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_07_lw,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_08_lw,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_09_lw,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_10_lw,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_11_lw,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_12_lw,4,0.75,0.28867513459481287,0.75
2,structured,initialisation,pitch_directed,cel_13_lw,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_14_lw,4,0.875,0.25,1.0
2,structured,initialisation,pitch_directed,cel_15_lw,4,0.875,0.25,1.0
2,structured,initialisation,zero_gradient,cel_01,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_02,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_03,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_04,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_05,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_06,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_07,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_08,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_09,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_10,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_11,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_12,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_13,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_14,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_15,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_01_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_02_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_03_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_04_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_05_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_06_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_07_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_08_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_09_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_10_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_11_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_12_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_13_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_14_lw,5,0.0,0.0,0.0
2,structured,initialisation,zero_gradient,cel_15_lw,5,0.0,0.0,0.0
2,structured,isolated_joint,correct_coordinate_drift,cel_01,5,0.28797744004186243,0.11944194855442056,0.2450321707373957
2,structured,isolated_joint,correct_coordinate_drift,cel_02,5,0.18680360169596236,0.07226100809022072,0.17370861564317577
2,structured,isolated_joint,correct_coordinate_drift,cel_03,5,0.27193991946818286,0.11376854818379244,0.23157893211921363
2,structured,isolated_joint,correct_coordinate_drift,cel_04,5,0.3486112072474826,0.1138182597151509,0.34783053747061154
2,structured,isolated_joint,correct_coordinate_drift,cel_05,5,0.26198141809250897,0.08409936475843618,0.24038384774596414
2,structured,isolated_joint,correct_coordinate_drift,cel_06,5,0.2879603751352532,0.10062423903774849,0.27599793066825856
2,structured,isolated_joint,correct_coordinate_drift,cel_07,5,0.2480867134946722,0.08061135170010754,0.2280690056416268
2,structured,isolated_joint,correct_coordinate_drift,cel_08,5,0.3702234022941104,0.10519338458740968,0.34380901285242915
2,structured,isolated_joint,correct_coordinate_drift,cel_09,5,0.26046576641120256,0.09411994699141105,0.2115600701749901
2,structured,isolated_joint,correct_coordinate_drift,cel_10,5,0.23996420361626125,0.10038788689926317,0.2037633854266219
2,structured,isolated_joint,correct_coordinate_drift,cel_11,5,0.24737054347731716,0.09314363178291489,0.20701466118739711
2,structured,isolated_joint,correct_coordinate_drift,cel_12,5,0.34956187992792664,0.11440397033090272,0.3413440416363473
2,structured,isolated_joint,correct_coordinate_drift,cel_13,5,0.266806798746106,0.08651982023756903,0.22120218131769512
2,structured,isolated_joint,correct_coordinate_drift,cel_14,5,0.2995807535372791,0.10637086984256156,0.28112468012230885
2,structured,isolated_joint,correct_coordinate_drift,cel_15,5,0.25141906250661056,0.08415236427924742,0.20990720522866355
2,structured,isolated_joint,correct_coordinate_drift,cel_01_lw,5,0.2870489655331424,0.1365591616924908,0.24874627114876838
2,structured,isolated_joint,correct_coordinate_drift,cel_02_lw,5,0.23963531776704988,0.08226878738257173,0.21778295593535432
2,structured,isolated_joint,correct_coordinate_drift,cel_03_lw,5,0.2710305715851643,0.11402333811926182,0.23390731252485356
2,structured,isolated_joint,correct_coordinate_drift,cel_04_lw,5,0.35809653007178033,0.11157875726753284,0.3814031966274817
2,structured,isolated_joint,correct_coordinate_drift,cel_05_lw,5,0.2756696170854558,0.08763205568188988,0.27160219783685274
2,structured,isolated_joint,correct_coordinate_drift,cel_06_lw,5,0.25686654256739805,0.08755845902230981,0.24326491456805308
2,structured,isolated_joint,correct_coordinate_drift,cel_07_lw,5,0.2529986029634344,0.08195059355098976,0.22139894831360687
2,structured,isolated_joint,correct_coordinate_drift,cel_08_lw,5,0.36843583479875075,0.10274263625210513,0.3273796081812675
2,structured,isolated_joint,correct_coordinate_drift,cel_09_lw,5,0.2609663206743721,0.100922004553343,0.22571920342929622
2,structured,isolated_joint,correct_coordinate_drift,cel_10_lw,5,0.2440008394991832,0.09505860695798904,0.19280116966268193
2,structured,isolated_joint,correct_coordinate_drift,cel_11_lw,5,0.24402655813251548,0.0959220320158634,0.1920944462545677
2,structured,isolated_joint,correct_coordinate_drift,cel_12_lw,5,0.3568461296859004,0.11204084294614146,0.359597376907617
2,structured,isolated_joint,correct_coordinate_drift,cel_13_lw,5,0.2844125500321227,0.08905995674906365,0.25557275786506173
2,structured,isolated_joint,correct_coordinate_drift,cel_14_lw,5,0.2749984439444365,0.10009587497427744,0.25911873857921186
2,structured,isolated_joint,correct_coordinate_drift,cel_15_lw,5,0.25479534821654454,0.088155381735669,0.22112230159827903
2,structured,isolated_joint,joint_cosine,cel_01,5,0.7244946657706147,0.0616498013951849,0.7230916045825643
2,structured,isolated_joint,joint_cosine,cel_02,5,0.7620791219336291,0.05085310733537156,0.751158487499204
2,structured,isolated_joint,joint_cosine,cel_03,5,0.7348154327630333,0.05685354155836563,0.7408549525454661
2,structured,isolated_joint,joint_cosine,cel_04,5,0.6453883937693641,0.07293677486641957,0.6671519901910383
2,structured,isolated_joint,joint_cosine,cel_05,5,0.7317367466191136,0.049197733687874244,0.7261710552554984
2,structured,isolated_joint,joint_cosine,cel_06,5,0.707468650895038,0.05754749625830715,0.7248930706909984
2,structured,isolated_joint,joint_cosine,cel_07,5,0.7473602807196762,0.04512676781774404,0.7415029625976649
2,structured,isolated_joint,joint_cosine,cel_08,5,0.7759421675368523,0.07407362514767976,0.7970615227085763
2,structured,isolated_joint,joint_cosine,cel_09,5,0.7861264813951434,0.042075621734183034,0.7927481762579262
2,structured,isolated_joint,joint_cosine,cel_10,5,0.8276857191395344,0.03168657715767352,0.8354422633471881
2,structured,isolated_joint,joint_cosine,cel_11,5,0.7894654996443317,0.045572488177938145,0.788130415730598
2,structured,isolated_joint,joint_cosine,cel_12,5,0.6812133264794071,0.07626987227359017,0.714596385467756
2,structured,isolated_joint,joint_cosine,cel_13,5,0.7489443771700512,0.05020044283834284,0.7441693420647966
2,structured,isolated_joint,joint_cosine,cel_14,5,0.728287138364158,0.060263169501167474,0.745740856470819
2,structured,isolated_joint,joint_cosine,cel_15,5,0.7616273201450096,0.04651686075471918,0.7552121032659171
2,structured,isolated_joint,joint_cosine,cel_01_lw,5,0.7632852262465363,0.06320905508010766,0.759356286665595
2,structured,isolated_joint,joint_cosine,cel_02_lw,5,0.7310064430505024,0.04028768387368955,0.7415715596157308
2,structured,isolated_joint,joint_cosine,cel_03_lw,5,0.7498466607915562,0.05904740759521096,0.7583052939409829
2,structured,isolated_joint,joint_cosine,cel_04_lw,5,0.6896590797976747,0.05233392748918846,0.6885832583343817
2,structured,isolated_joint,joint_cosine,cel_05_lw,5,0.7821068333203878,0.034602723016512835,0.7939747165441351
2,structured,isolated_joint,joint_cosine,cel_06_lw,5,0.7752269433373102,0.03541622477143019,0.7791297434763507
2,structured,isolated_joint,joint_cosine,cel_07_lw,5,0.7894721189611172,0.031346583002520086,0.8085304400969171
2,structured,isolated_joint,joint_cosine,cel_08_lw,5,0.7224467434983521,0.05171535677059827,0.7193425701511926
2,structured,isolated_joint,joint_cosine,cel_09_lw,5,0.7947929534286515,0.034039862504376954,0.8182559725928101
2,structured,isolated_joint,joint_cosine,cel_10_lw,5,0.7879862399149403,0.03313552856773251,0.7985420912973675
2,structured,isolated_joint,joint_cosine,cel_11_lw,5,0.7935289820690425,0.03464365743713619,0.8043976355353267
2,structured,isolated_joint,joint_cosine,cel_12_lw,5,0.7101652931062923,0.04594875863170926,0.7146801699324966
2,structured,isolated_joint,joint_cosine,cel_13_lw,5,0.7686822895320796,0.035986707504394755,0.7803526643030475
2,structured,isolated_joint,joint_cosine,cel_14_lw,5,0.7650387283601259,0.038173885248649925,0.768070344925371
2,structured,isolated_joint,joint_cosine,cel_15_lw,5,0.7858835512391974,0.03460168733965985,0.8010920388012162
2,structured,isolated_joint,joint_directed,cel_01,5,0.9466836734693878,0.019768350781693214,0.9489795918367347
2,structured,isolated_joint,joint_directed,cel_02,5,0.9479591836734693,0.036862024220792725,0.9642857142857143
2,structured,isolated_joint,joint_directed,cel_03,5,0.9487244897959183,0.025131111837204755,0.9387755102040817
2,structured,isolated_joint,joint_directed,cel_04,5,0.8997448979591838,0.04559480673826106,0.9183673469387755
2,structured,isolated_joint,joint_directed,cel_05,5,0.9380102040816327,0.014972990398805307,0.9387755102040817
2,structured,isolated_joint,joint_directed,cel_06,5,0.9176020408163266,0.03023255173660433,0.9285714285714286
2,structured,isolated_joint,joint_directed,cel_07,5,0.9438775510204082,0.015306122448979591,0.9489795918367347
2,structured,isolated_joint,joint_directed,cel_08,5,0.949234693877551,0.02651711783972033,0.9489795918367347
2,structured,isolated_joint,joint_directed,cel_09,5,0.9617346938775511,0.015931117342853025,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_10,5,0.9596938775510203,0.013546855150358892,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_11,5,0.9558673469387756,0.023022870851772407,0.9693877551020408
2,structured,isolated_joint,joint_directed,cel_12,5,0.9178571428571429,0.04521859075208261,0.9464285714285714
2,structured,isolated_joint,joint_directed,cel_13,5,0.9459183673469388,0.01676701706648466,0.9489795918367347
2,structured,isolated_joint,joint_directed,cel_14,5,0.9316326530612246,0.03452841697079315,0.9489795918367347
2,structured,isolated_joint,joint_directed,cel_15,5,0.9459183673469388,0.013304494704495197,0.9489795918367347
2,structured,isolated_joint,joint_directed,cel_01_lw,5,0.9645408163265307,0.022681139520811435,0.9795918367346939
2,structured,isolated_joint,joint_directed,cel_02_lw,5,0.934438775510204,0.021105743665176577,0.9375
2,structured,isolated_joint,joint_directed,cel_03_lw,5,0.9525510204081632,0.022501099052244823,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_04_lw,5,0.9339285714285716,0.022537222207708988,0.9387755102040817
2,structured,isolated_joint,joint_directed,cel_05_lw,5,0.9619897959183673,0.006274680549106566,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_06_lw,5,0.9599489795918366,0.00863210424269826,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_07_lw,5,0.9581632653061224,0.005589005688828202,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_08_lw,5,0.9280612244897959,0.025535701543351438,0.9387755102040817
2,structured,isolated_joint,joint_directed,cel_09_lw,5,0.9599489795918366,0.00863210424269826,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_10_lw,5,0.9538265306122449,0.010838084584820377,0.9489795918367347
2,structured,isolated_joint,joint_directed,cel_11_lw,5,0.9540816326530613,0.010204081632653031,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_12_lw,5,0.9380102040816327,0.02316377100949367,0.9489795918367347
2,structured,isolated_joint,joint_directed,cel_13_lw,5,0.9619897959183673,0.006274680549106566,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_14_lw,5,0.9599489795918366,0.00863210424269826,0.9591836734693877
2,structured,isolated_joint,joint_directed,cel_15_lw,5,0.9619897959183673,0.006274680549106566,0.9591836734693877
2,structured,isolated_joint,onset_directed,cel_01,5,0.9025510204081633,0.0236846824253779,0.9107142857142857
2,structured,isolated_joint,onset_directed,cel_02,5,0.9262755102040815,0.041609793894446995,0.9375
2,structured,isolated_joint,onset_directed,cel_03,5,0.9068877551020409,0.022994587215969343,0.9017857142857143
2,structured,isolated_joint,onset_directed,cel_04,5,0.7487244897959184,0.08415467960819736,0.7551020408163265
2,structured,isolated_joint,onset_directed,cel_05,5,0.8459183673469388,0.055703445159004834,0.8775510204081632
2,structured,isolated_joint,onset_directed,cel_06,5,0.810204081632653,0.053801740108016576,0.826530612244898
2,structured,isolated_joint,onset_directed,cel_07,5,0.8701530612244899,0.04477386026577012,0.8979591836734694
2,structured,isolated_joint,onset_directed,cel_08,5,0.8112244897959183,0.09197834886387728,0.8367346938775511
2,structured,isolated_joint,onset_directed,cel_09,5,0.9022959183673469,0.0214118618038197,0.9081632653061225
2,structured,isolated_joint,onset_directed,cel_10,5,0.9012755102040817,0.04706961024992189,0.9183673469387755
2,structured,isolated_joint,onset_directed,cel_11,5,0.9084183673469386,0.016344457632287094,0.9081632653061225
2,structured,isolated_joint,onset_directed,cel_12,5,0.7681122448979592,0.07990234108452128,0.7857142857142857
2,structured,isolated_joint,onset_directed,cel_13,5,0.8538265306122449,0.057860944517508034,0.8877551020408163
2,structured,isolated_joint,onset_directed,cel_14,5,0.8163265306122449,0.04731438007905972,0.8367346938775511
2,structured,isolated_joint,onset_directed,cel_15,5,0.874234693877551,0.04421809589031317,0.8979591836734694
2,structured,isolated_joint,onset_directed,cel_01_lw,5,0.9168367346938776,0.02191503223970873,0.9107142857142857
2,structured,isolated_joint,onset_directed,cel_02_lw,5,0.9028061224489796,0.030189470059232764,0.9017857142857143
2,structured,isolated_joint,onset_directed,cel_03_lw,5,0.9109693877551021,0.026021658633418314,0.9081632653061225
2,structured,isolated_joint,onset_directed,cel_04_lw,5,0.7525510204081632,0.08230747859643714,0.7653061224489796
2,structured,isolated_joint,onset_directed,cel_05_lw,5,0.8665816326530612,0.039721443919358376,0.8775510204081632
2,structured,isolated_joint,onset_directed,cel_06_lw,5,0.8604591836734695,0.04187482710837264,0.8775510204081632
2,structured,isolated_joint,onset_directed,cel_07_lw,5,0.8785714285714284,0.03650723228571086,0.8928571428571429
2,structured,isolated_joint,onset_directed,cel_08_lw,5,0.775765306122449,0.0731858367539405,0.7755102040816326
2,structured,isolated_joint,onset_directed,cel_09_lw,5,0.8823979591836734,0.0316624694895617,0.8877551020408163
2,structured,isolated_joint,onset_directed,cel_10_lw,5,0.8801020408163266,0.036879674221431,0.8877551020408163
2,structured,isolated_joint,onset_directed,cel_11_lw,5,0.8920918367346939,0.026931092364465233,0.8877551020408163
2,structured,isolated_joint,onset_directed,cel_12_lw,5,0.7706632653061224,0.07069825259238612,0.7857142857142857
2,structured,isolated_joint,onset_directed,cel_13_lw,5,0.8525510204081634,0.03462252566800722,0.8673469387755102
2,structured,isolated_joint,onset_directed,cel_14_lw,5,0.8482142857142858,0.04895367617958032,0.8673469387755102
2,structured,isolated_joint,onset_directed,cel_15_lw,5,0.8704081632653061,0.0363643462881744,0.8877551020408163
2,structured,isolated_joint,phrase_directed,cel_01,5,0.9466836734693878,0.019768350781693214,0.9489795918367347
2,structured,isolated_joint,phrase_directed,cel_02,5,0.9479591836734693,0.036862024220792725,0.9642857142857143
2,structured,isolated_joint,phrase_directed,cel_03,5,0.9487244897959183,0.025131111837204755,0.9387755102040817
2,structured,isolated_joint,phrase_directed,cel_04,5,0.8997448979591838,0.04559480673826106,0.9183673469387755
2,structured,isolated_joint,phrase_directed,cel_05,5,0.9380102040816327,0.014972990398805307,0.9387755102040817
2,structured,isolated_joint,phrase_directed,cel_06,5,0.9176020408163266,0.03023255173660433,0.9285714285714286
2,structured,isolated_joint,phrase_directed,cel_07,5,0.9438775510204082,0.015306122448979591,0.9489795918367347
2,structured,isolated_joint,phrase_directed,cel_08,5,0.949234693877551,0.02651711783972033,0.9489795918367347
2,structured,isolated_joint,phrase_directed,cel_09,5,0.9617346938775511,0.015931117342853025,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_10,5,0.9596938775510203,0.013546855150358892,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_11,5,0.9558673469387756,0.023022870851772407,0.9693877551020408
2,structured,isolated_joint,phrase_directed,cel_12,5,0.9178571428571429,0.04521859075208261,0.9464285714285714
2,structured,isolated_joint,phrase_directed,cel_13,5,0.9459183673469388,0.01676701706648466,0.9489795918367347
2,structured,isolated_joint,phrase_directed,cel_14,5,0.9316326530612246,0.03452841697079315,0.9489795918367347
2,structured,isolated_joint,phrase_directed,cel_15,5,0.9459183673469388,0.013304494704495197,0.9489795918367347
2,structured,isolated_joint,phrase_directed,cel_01_lw,5,0.9645408163265307,0.022681139520811435,0.9795918367346939
2,structured,isolated_joint,phrase_directed,cel_02_lw,5,0.934438775510204,0.021105743665176577,0.9375
2,structured,isolated_joint,phrase_directed,cel_03_lw,5,0.9525510204081632,0.022501099052244823,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_04_lw,5,0.9339285714285716,0.022537222207708988,0.9387755102040817
2,structured,isolated_joint,phrase_directed,cel_05_lw,5,0.9619897959183673,0.006274680549106566,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_06_lw,5,0.9599489795918366,0.00863210424269826,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_07_lw,5,0.9581632653061224,0.005589005688828202,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_08_lw,5,0.9280612244897959,0.025535701543351438,0.9387755102040817
2,structured,isolated_joint,phrase_directed,cel_09_lw,5,0.9599489795918366,0.00863210424269826,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_10_lw,5,0.9538265306122449,0.010838084584820377,0.9489795918367347
2,structured,isolated_joint,phrase_directed,cel_11_lw,5,0.9540816326530613,0.010204081632653031,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_12_lw,5,0.9380102040816327,0.02316377100949367,0.9489795918367347
2,structured,isolated_joint,phrase_directed,cel_13_lw,5,0.9619897959183673,0.006274680549106566,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_14_lw,5,0.9599489795918366,0.00863210424269826,0.9591836734693877
2,structured,isolated_joint,phrase_directed,cel_15_lw,5,0.9619897959183673,0.006274680549106566,0.9591836734693877
2,structured,isolated_joint,pitch_directed,cel_01,5,0.8594387755102041,0.06090744868478292,0.8482142857142857
2,structured,isolated_joint,pitch_directed,cel_02,5,0.9619897959183673,0.040660576563349086,0.9732142857142857
2,structured,isolated_joint,pitch_directed,cel_03,5,0.8849489795918368,0.06548971721747229,0.8839285714285714
2,structured,isolated_joint,pitch_directed,cel_04,5,0.8364795918367347,0.058897641852144154,0.8367346938775511
2,structured,isolated_joint,pitch_directed,cel_05,5,0.9012755102040815,0.06476025452722262,0.9183673469387755
2,structured,isolated_joint,pitch_directed,cel_06,5,0.8885204081632653,0.060982194880649196,0.9017857142857143
2,structured,isolated_joint,pitch_directed,cel_07,5,0.9214285714285715,0.06139432227139315,0.9489795918367347
2,structured,isolated_joint,pitch_directed,cel_08,5,0.9584183673469386,0.026071628259149788,0.9591836734693877
2,structured,isolated_joint,pitch_directed,cel_09,5,0.9673469387755104,0.03337842292611452,0.9795918367346939
2,structured,isolated_joint,pitch_directed,cel_10,5,0.9918367346938775,0.008537347209531393,0.9897959183673469
2,structured,isolated_joint,pitch_directed,cel_11,5,0.9716836734693878,0.031144396744247554,0.9897959183673469
2,structured,isolated_joint,pitch_directed,cel_12,5,0.8785714285714287,0.04540529685976938,0.8877551020408163
2,structured,isolated_joint,pitch_directed,cel_13,5,0.9275510204081634,0.04899021993533795,0.9285714285714286
2,structured,isolated_joint,pitch_directed,cel_14,5,0.9127551020408162,0.03986454052166848,0.9183673469387755
2,structured,isolated_joint,pitch_directed,cel_15,5,0.939795918367347,0.047915742374995504,0.9642857142857143
2,structured,isolated_joint,pitch_directed,cel_01_lw,5,0.8885204081632653,0.052741999912487604,0.9017857142857143
2,structured,isolated_joint,pitch_directed,cel_02_lw,5,0.9165816326530611,0.037790420601163305,0.9196428571428571
2,structured,isolated_joint,pitch_directed,cel_03_lw,5,0.8928571428571429,0.05423543782007471,0.8928571428571429
2,structured,isolated_joint,pitch_directed,cel_04_lw,5,0.8742346938775512,0.057522540536045094,0.8775510204081632
2,structured,isolated_joint,pitch_directed,cel_05_lw,5,0.9395408163265305,0.0604462657343927,0.9591836734693877
2,structured,isolated_joint,pitch_directed,cel_06_lw,5,0.9377551020408162,0.05081591672648458,0.9591836734693877
2,structured,isolated_joint,pitch_directed,cel_07_lw,5,0.9553571428571429,0.03751388053533863,0.9693877551020408
2,structured,isolated_joint,pitch_directed,cel_08_lw,5,0.8992346938775511,0.04201446196938934,0.8839285714285714
2,structured,isolated_joint,pitch_directed,cel_09_lw,5,0.9553571428571429,0.03609941759715537,0.9591836734693877
2,structured,isolated_joint,pitch_directed,cel_10_lw,5,0.9599489795918366,0.024395278917980146,0.9693877551020408
2,structured,isolated_joint,pitch_directed,cel_11_lw,5,0.9676020408163266,0.018650384414728795,0.9693877551020408
2,structured,isolated_joint,pitch_directed,cel_12_lw,5,0.8928571428571429,0.04238073399447999,0.8928571428571429
2,structured,isolated_joint,pitch_directed,cel_13_lw,5,0.9357142857142857,0.047806966429071354,0.9489795918367347
2,structured,isolated_joint,pitch_directed,cel_14_lw,5,0.9318877551020408,0.04429162120861912,0.9489795918367347
2,structured,isolated_joint,pitch_directed,cel_15_lw,5,0.9479591836734693,0.03542154073001996,0.9591836734693877
2,structured,isolated_joint,zero_gradient,cel_01,5,0.0,0.0,0.0
2,structured,isolated_joint,zero_gradient,cel_02,5,0.0,0.0,0.0
2,structured,isolated_joint,zero_gradient,cel_03,5,0.0,0.0,0.0
2,structured,isolated_joint,zero_gradient,cel_04,5,0.0,0.0,0.0
2,structured,isolated_joint,zero_gradient,cel_05,5,0.0,0.0,0.0
2,structured,isolated_joint,zero_gradient,cel_06,5,0.0,0.0,0.0
