mode,method,pitch_mae_cents,onset_mae_ms,joint_event_error,log_spectral_distance_db,canonical_loss,updates,stopped_by
plateau,No fading,15.798138627157433,48.29996216552407,0.073773013573794,14.31798330124399,0.007360697347433053,248,patience
plateau,1 s / 1000 Hz,15.499988860752527,49.044085830449006,0.07116261750618659,15.17651803869395,0.007513849806906784,458,patience
plateau,1 s / 1 octave,12.96896932549763,55.50694284891586,0.06290885187549383,15.37504660402377,0.011764020123354455,1242,patience
fresh,No fading,99.72826595804446,116.17840926799505,0.13132684792192167,17.36068550893155,0.01002732112504956,1452,patience
fresh,1 s / 1000 Hz,0.08423116937191606,0.025081541961902154,5.4066602658940845e-05,0.9674648644345267,2.8081210284587097e-05,3000,maximum updates
fresh,1 s / 1 octave,9.73684897233019,27.793768362742334,0.031199911325540543,11.357590236149933,0.005925760336026471,1009,patience
