events,variant,metric,n,mean,std,median
6,clockwise_lw,wall_seconds,150,98.29240537909325,46.3078922114892,95.40633257571608
8,clockwise_lw,pitch_mae_cents,150,187.85871531927057,116.32244946363556,171.84079030523702
8,clockwise_lw,onset_mae_ms,150,116.87093257069438,73.89350305072952,112.95572406459993
8,clockwise_lw,log_spectral_distance_db,150,16.198467349146696,6.00012214616777,16.96299926777524
8,clockwise_lw,joint_event_error,150,0.17236834042955573,0.07839353596439244,0.18144156219941493
8,clockwise_lw,updates,150,1656.5533333333333,656.3104677074497,1650.5
8,clockwise_lw,wall_seconds,150,121.00884633952752,49.20652199800985,122.36076122149825
1,fading,pitch_mae_cents,150,0.033196083620600295,0.060954217465946106,0.001451108865160059
1,fading,onset_mae_ms,150,0.010956935344800986,0.020746165738909472,0.0005025498959060348
1,fading,log_spectral_distance_db,150,0.1193566331534683,0.1908193485199741,0.013926344145771069
1,fading,joint_event_error,150,1.6785796094464137e-05,2.7736635089869762e-05,1.5734503891565262e-06
1,fading,updates,150,1097.7666666666667,598.7409767760124,1043.0
1,fading,wall_seconds,150,55.15487521130126,30.1976358341051,53.57982582040131
2,fading,pitch_mae_cents,150,22.38993971521891,115.92029392424398,0.0008618409312653154
2,fading,onset_mae_ms,150,15.815728128309159,79.93803296288192,0.00023013484332090606
2,fading,log_spectral_distance_db,150,1.140860166521677,3.529217459008644,0.009329452901781415
2,fading,joint_event_error,150,0.01983335469997534,0.09152696016594872,4.210197486355436e-07
2,fading,updates,150,1477.5733333333333,656.6546633772755,1648.0
2,fading,wall_seconds,150,81.72075159823444,38.264986501951654,87.81234207528178
4,fading,pitch_mae_cents,150,86.56898828805744,142.31761471081046,0.7795212989921662
4,fading,onset_mae_ms,150,59.409126723776836,93.51492309037617,0.16258601072837928
4,fading,log_spectral_distance_db,150,5.874824187272459,6.796648245193682,1.2241522231100925
4,fading,joint_event_error,150,0.09100825895379883,0.12765049746382015,0.0004913304541686183
4,fading,updates,150,1491.1333333333334,704.1790466592392,1386.5
4,fading,wall_seconds,150,90.68409865677667,43.99280626815453,86.71596273686737
6,fading,pitch_mae_cents,150,122.43564117572396,125.10751298376222,89.5092122751253
6,fading,onset_mae_ms,150,82.78852468004828,81.08541378313316,61.86944949327783
6,fading,log_spectral_distance_db,150,9.682475973573634,6.695145224486949,11.126030451781922
6,fading,joint_event_error,150,0.12699599436904518,0.1105981930270578,0.1295029156290633
6,fading,updates,150,1329.9866666666667,569.2436520432168,1278.5
6,fading,wall_seconds,150,84.50476628710439,38.50032680879705,80.87642808817327
8,fading,pitch_mae_cents,150,133.58134794318698,97.70568513331203,132.71471493321184
8,fading,onset_mae_ms,150,93.06247851793843,70.03611913229241,83.24122253794579
8,fading,log_spectral_distance_db,150,12.952627966340003,5.179822829355829,13.123964558993134
8,fading,joint_event_error,150,0.14031755726194664,0.08302324516490443,0.1497733798120314
8,fading,updates,150,1334.8666666666666,596.8346782063016,1263.0
8,fading,wall_seconds,150,91.12980307657583,44.37395511765084,83.22860907868017
1,fading_lw,pitch_mae_cents,150,0.03724320167260836,0.07780216472604738,0.0013561939257550532
1,fading_lw,onset_mae_ms,150,0.01085932551473249,0.046453860854984715,0.0004898981343925968
1,fading_lw,log_spectral_distance_db,150,0.11888152335002436,0.2082170134340984,0.008578529084686086
1,fading_lw,joint_event_error,150,1.859485143894849e-05,4.283177969213695e-05,7.18360769501869e-07
1,fading_lw,updates,150,1132.8066666666666,611.5374913371722,1243.5
1,fading_lw,wall_seconds,150,56.8832084410886,31.163233549798903,60.050046218559146
2,fading_lw,pitch_mae_cents,150,34.600600443129736,148.93026495732465,0.0008946329974448886
2,fading_lw,onset_mae_ms,150,23.624557912270465,92.21834472974405,0.00018099274690097644
2,fading_lw,log_spectral_distance_db,150,1.5950527574521634,4.529488070306711,0.00899248113286052
2,fading_lw,joint_event_error,150,0.029896225718834647,0.11331980680308151,4.225729117425774e-07
2,fading_lw,updates,150,1494.34,661.1643058490522,1654.5
2,fading_lw,wall_seconds,150,79.93099881058248,38.11970201036803,83.87274582218379
4,fading_lw,pitch_mae_cents,150,83.43267727449934,121.9694466639298,5.5606801268186885
4,fading_lw,onset_mae_ms,150,65.41829723291045,93.4687646855902,2.19070243336375
4,fading_lw,log_spectral_distance_db,150,6.674989169794794,7.005827408922856,3.0033698702956233
4,fading_lw,joint_event_error,150,0.09632280943793166,0.12399988074531079,0.004099943826657578
4,fading_lw,updates,150,1421.46,651.2239032888497,1277.5
4,fading_lw,wall_seconds,150,82.46341234734903,38.28590254494738,77.39071840792894
6,fading_lw,pitch_mae_cents,150,135.32227199945308,130.11173719776784,119.82541026122061
6,fading_lw,onset_mae_ms,150,89.15904416742885,81.51320465918181,78.34650566306249
6,fading_lw,log_spectral_distance_db,150,10.71612970552757,6.824492928656977,12.231332287324006
6,fading_lw,joint_event_error,150,0.1382619215370789,0.1100601528306284,0.15596240799698347
6,fading_lw,updates,150,1224.0333333333333,597.7689551270178,1130.0
6,fading_lw,wall_seconds,150,76.14299973143885,38.856663856562726,70.18840755708516
8,fading_lw,pitch_mae_cents,150,146.6849000467754,105.15802944763682,138.67601300711257
8,fading_lw,onset_mae_ms,150,94.6191955103796,68.082072516623,90.54633828459365
8,fading_lw,log_spectral_distance_db,150,13.814205641699179,5.68734167539768,14.055434780699166
8,fading_lw,joint_event_error,150,0.14416432047063457,0.08591275311964663,0.15610402732846135
8,fading_lw,updates,150,1253.54,555.9694795109268,1194.0
8,fading_lw,wall_seconds,150,85.85895328347571,41.29752062332438,82.21026975661516
