events,condition,candidates_per_target,targets,loss,metric,mean,sd,median
4,pitch,256,32,waveform_mse,original_coordinate_drift,0.9992197686673443,0.0002723137483439242,0.9992506532893055
4,pitch,256,32,single_stft,original_coordinate_drift,0.9185052364740157,0.03284319218887421,0.9210204966309141
4,pitch,256,32,linear_mss,original_coordinate_drift,0.9804547598453447,0.004976684419896884,0.9807159168201207
4,pitch,256,32,smooth_mss,original_coordinate_drift,0.9871010270839272,0.0030569495422223853,0.9873285768233893
4,pitch,256,32,sot_published_composite,original_coordinate_drift,0.999693707159873,0.0007883928182221202,0.999990126951287
4,pitch,256,32,linear_jtfot,original_coordinate_drift,0.9851904896279801,0.008462246044691979,0.9863172535334404
4,pitch,256,32,log_jtfot,original_coordinate_drift,0.9812917882068551,0.0060911988655527015,0.9818324917617685
4,pitch,256,32,bidirectional_cumulative_energy,original_coordinate_drift,0.8969211045763256,0.04346100707208672,0.9062936717566836
4,pitch,256,32,log_quadrature_bicul,original_coordinate_drift,0.8838444341904783,0.046841832769826966,0.8997118162561205
4,pitch,256,32,fading,original_coordinate_drift,0.8891374179975966,0.045594351357292597,0.899546561772544
2,time,256,32,waveform_l1,both_directed,0.45440673828125,0.061032919565872264,0.470703125
2,time,256,32,waveform_mse,both_directed,0.4564208984375,0.06348928319343959,0.4619140625
2,time,256,32,single_stft,both_directed,0.59759521484375,0.058493875682020455,0.609375
2,time,256,32,linear_mss,both_directed,0.51507568359375,0.049259022040158355,0.509765625
2,time,256,32,smooth_mss,both_directed,0.49755859375,0.0492659304077527,0.515625
2,time,256,32,sot_published_composite,both_directed,0.45428466796875,0.05408305474298089,0.4697265625
2,time,256,32,linear_jtfot,both_directed,0.5909423828125,0.07704638721231971,0.611328125
2,time,256,32,log_jtfot,both_directed,0.53997802734375,0.04753966451602391,0.5439453125
2,time,256,32,bidirectional_cumulative_energy,both_directed,0.7354736328125,0.0973596017323499,0.7509765625
2,time,256,32,log_quadrature_bicul,both_directed,0.73773193359375,0.09545430125580964,0.7578125
2,time,256,32,fading,both_directed,0.7418212890625,0.09362316781282776,0.7529296875
2,time,256,32,waveform_l1,pitch_directed,0.5490615306640604,0.12989705611040042,0.5419660230504415
2,time,256,32,waveform_mse,pitch_directed,0.530265214219564,0.1596907322811176,0.5264628099173554
2,time,256,32,single_stft,pitch_directed,0.6162189220374111,0.17477194268773424,0.5590727816550349
2,time,256,32,linear_mss,pitch_directed,0.5502856478110353,0.1462246755535727,0.5813058035714286
2,time,256,32,smooth_mss,pitch_directed,0.6344939383638596,0.12880010758818553,0.6243106617647058
2,time,256,32,sot_published_composite,pitch_directed,0.4999560960946258,0.13991938916825655,0.502
2,time,256,32,linear_jtfot,pitch_directed,0.670108910788144,0.2387293270771064,0.7357142857142858
2,time,256,32,log_jtfot,pitch_directed,0.7027810570699797,0.17202923078900587,0.7084975369458129
2,time,256,32,bidirectional_cumulative_energy,pitch_directed,0.7600992732769183,0.30369630477102355,0.8731023622047245
2,time,256,32,log_quadrature_bicul,pitch_directed,0.7651851685966836,0.3016989685358347,0.872976377952756
2,time,256,32,fading,pitch_directed,0.7823762592372256,0.29361460226089675,0.8957142857142857
2,time,256,32,waveform_l1,time_directed,0.507080078125,0.022764996853672784,0.505859375
2,time,256,32,waveform_mse,time_directed,0.51312255859375,0.041026827312241096,0.5048828125
2,time,256,32,single_stft,time_directed,0.6409912109375,0.03659830019813185,0.634765625
2,time,256,32,linear_mss,time_directed,0.560302734375,0.029432021951832244,0.5517578125
2,time,256,32,smooth_mss,time_directed,0.53564453125,0.022717650046030536,0.5361328125
2,time,256,32,sot_published_composite,time_directed,0.50115966796875,0.019460932991581675,0.5
2,time,256,32,linear_jtfot,time_directed,0.64599609375,0.04764313096131885,0.6474609375
2,time,256,32,log_jtfot,time_directed,0.5819091796875,0.04478040679102744,0.5810546875
2,time,256,32,bidirectional_cumulative_energy,time_directed,0.79791259765625,0.08153620119474474,0.7939453125
2,time,256,32,log_quadrature_bicul,time_directed,0.79901123046875,0.08051925875625886,0.796875
2,time,256,32,fading,time_directed,0.79193115234375,0.07892886641499537,0.7919921875
2,time,256,32,waveform_l1,dot_directed,0.50909423828125,0.024174654669101726,0.505859375
2,time,256,32,waveform_mse,dot_directed,0.51214599609375,0.04248413477472432,0.5068359375
2,time,256,32,single_stft,dot_directed,0.646728515625,0.03762066204789766,0.65625
2,time,256,32,linear_mss,dot_directed,0.56304931640625,0.029320951023721384,0.5576171875
2,time,256,32,smooth_mss,dot_directed,0.54351806640625,0.03008734661983273,0.5400390625
2,time,256,32,sot_published_composite,dot_directed,0.50213623046875,0.018932085967205692,0.501953125
