events,condition,target,candidates,loss,metric,mean,eligible
2,pitch,C02-T000,256,linear_jtfot,original_coordinate_drift,0.9817605302077866,256
2,pitch,C02-T000,256,log_jtfot,original_coordinate_drift,0.9642265863290129,256
2,pitch,C02-T000,256,bidirectional_cumulative_energy,original_coordinate_drift,0.8446248652913837,256
2,pitch,C02-T000,256,log_quadrature_bicul,original_coordinate_drift,0.8385982101304914,256
2,pitch,C02-T000,256,fading,original_coordinate_drift,0.8139673521187589,256
2,pitch,C02-T001,256,waveform_l1,both_directed,0.5,256
2,pitch,C02-T001,256,waveform_mse,both_directed,0.486328125,256
2,pitch,C02-T001,256,single_stft,both_directed,0.54296875,256
2,pitch,C02-T001,256,linear_mss,both_directed,0.529296875,256
2,pitch,C02-T001,256,smooth_mss,both_directed,0.5625,256
2,pitch,C02-T001,256,sot_published_composite,both_directed,0.525390625,256
2,pitch,C02-T001,256,linear_jtfot,both_directed,0.517578125,256
2,pitch,C02-T001,256,log_jtfot,both_directed,0.447265625,256
2,pitch,C02-T001,256,bidirectional_cumulative_energy,both_directed,0.673828125,256
2,pitch,C02-T001,256,log_quadrature_bicul,both_directed,0.68359375,256
2,pitch,C02-T001,256,fading,both_directed,0.736328125,256
2,pitch,C02-T001,256,waveform_l1,pitch_directed,0.681640625,256
2,pitch,C02-T001,256,waveform_mse,pitch_directed,0.736328125,256
2,pitch,C02-T001,256,single_stft,pitch_directed,0.703125,256
2,pitch,C02-T001,256,linear_mss,pitch_directed,0.716796875,256
2,pitch,C02-T001,256,smooth_mss,pitch_directed,0.705078125,256
2,pitch,C02-T001,256,sot_published_composite,pitch_directed,0.73828125,256
2,pitch,C02-T001,256,linear_jtfot,pitch_directed,0.583984375,256
2,pitch,C02-T001,256,log_jtfot,pitch_directed,0.5625,256
2,pitch,C02-T001,256,bidirectional_cumulative_energy,pitch_directed,0.71875,256
2,pitch,C02-T001,256,log_quadrature_bicul,pitch_directed,0.724609375,256
2,pitch,C02-T001,256,fading,pitch_directed,0.763671875,256
2,pitch,C02-T001,256,waveform_l1,time_directed,0.2638888888888889,108
2,pitch,C02-T001,256,waveform_mse,time_directed,0.1712962962962963,108
2,pitch,C02-T001,256,single_stft,time_directed,0.3425925925925926,108
2,pitch,C02-T001,256,linear_mss,time_directed,0.12962962962962962,108
2,pitch,C02-T001,256,smooth_mss,time_directed,0.2037037037037037,108
2,pitch,C02-T001,256,sot_published_composite,time_directed,0.0,108
2,pitch,C02-T001,256,linear_jtfot,time_directed,0.42592592592592593,108
2,pitch,C02-T001,256,log_jtfot,time_directed,0.41203703703703703,108
2,pitch,C02-T001,256,bidirectional_cumulative_energy,time_directed,0.5879629629629629,108
2,pitch,C02-T001,256,log_quadrature_bicul,time_directed,0.5787037037037037,108
2,pitch,C02-T001,256,fading,time_directed,0.5370370370370371,108
2,pitch,C02-T001,256,waveform_l1,dot_directed,0.537109375,256
2,pitch,C02-T001,256,waveform_mse,dot_directed,0.50390625,256
2,pitch,C02-T001,256,single_stft,dot_directed,0.619140625,256
2,pitch,C02-T001,256,linear_mss,dot_directed,0.54296875,256
2,pitch,C02-T001,256,smooth_mss,dot_directed,0.603515625,256
2,pitch,C02-T001,256,sot_published_composite,dot_directed,0.525390625,256
2,pitch,C02-T001,256,linear_jtfot,dot_directed,0.6015625,256
2,pitch,C02-T001,256,log_jtfot,dot_directed,0.5625,256
2,pitch,C02-T001,256,bidirectional_cumulative_energy,dot_directed,0.74609375,256
2,pitch,C02-T001,256,log_quadrature_bicul,dot_directed,0.7421875,256
2,pitch,C02-T001,256,fading,dot_directed,0.78515625,256
2,pitch,C02-T001,256,waveform_l1,cosine,-0.13734511564226745,256
2,pitch,C02-T001,256,waveform_mse,cosine,-0.1925803822419892,256
2,pitch,C02-T001,256,single_stft,cosine,0.1670662612227803,256
2,pitch,C02-T001,256,linear_mss,cosine,-0.07903410894745586,256
2,pitch,C02-T001,256,smooth_mss,cosine,-0.05459228189979694,256
2,pitch,C02-T001,256,sot_published_composite,cosine,-0.302424286406079,256
2,pitch,C02-T001,256,linear_jtfot,cosine,0.04172767597017951,256
2,pitch,C02-T001,256,log_jtfot,cosine,0.08711799454857806,256
2,pitch,C02-T001,256,bidirectional_cumulative_energy,cosine,0.3159458569005169,256
2,pitch,C02-T001,256,log_quadrature_bicul,cosine,0.32313318852470746,256
2,pitch,C02-T001,256,fading,cosine,0.359017748461776,256
2,pitch,C02-T001,256,waveform_l1,phrase_success,0.296875,256
2,pitch,C02-T001,256,waveform_mse,phrase_success,0.29296875,256
2,pitch,C02-T001,256,single_stft,phrase_success,0.375,256
2,pitch,C02-T001,256,linear_mss,phrase_success,0.4140625,256
2,pitch,C02-T001,256,smooth_mss,phrase_success,0.44921875,256
2,pitch,C02-T001,256,sot_published_composite,phrase_success,0.47265625,256
2,pitch,C02-T001,256,linear_jtfot,phrase_success,0.29296875,256
2,pitch,C02-T001,256,log_jtfot,phrase_success,0.22265625,256
2,pitch,C02-T001,256,bidirectional_cumulative_energy,phrase_success,0.40234375,256
2,pitch,C02-T001,256,log_quadrature_bicul,phrase_success,0.4140625,256
2,pitch,C02-T001,256,fading,phrase_success,0.546875,256
2,pitch,C02-T001,256,waveform_l1,zero_gradient,0.0,256
2,pitch,C02-T001,256,waveform_mse,zero_gradient,0.0,256
2,pitch,C02-T001,256,single_stft,zero_gradient,0.0,256
2,pitch,C02-T001,256,linear_mss,zero_gradient,0.0,256
2,pitch,C02-T001,256,smooth_mss,zero_gradient,0.0,256
2,pitch,C02-T001,256,sot_published_composite,zero_gradient,0.0,256
2,pitch,C02-T001,256,linear_jtfot,zero_gradient,0.0,256
2,pitch,C02-T001,256,log_jtfot,zero_gradient,0.0,256
2,pitch,C02-T001,256,bidirectional_cumulative_energy,zero_gradient,0.0,256
2,pitch,C02-T001,256,log_quadrature_bicul,zero_gradient,0.0,256
2,pitch,C02-T001,256,fading,zero_gradient,0.0,256
2,pitch,C02-T001,256,waveform_l1,original_coordinate_drift,0.9974758179857087,256
2,pitch,C02-T001,256,waveform_mse,original_coordinate_drift,0.9990988058407513,256
2,pitch,C02-T001,256,single_stft,original_coordinate_drift,0.7338453663175928,256
2,pitch,C02-T001,256,linear_mss,original_coordinate_drift,0.9395076082181835,256
2,pitch,C02-T001,256,smooth_mss,original_coordinate_drift,0.9540866576068499,256
2,pitch,C02-T001,256,sot_published_composite,original_coordinate_drift,0.9999980743851088,256
2,pitch,C02-T001,256,linear_jtfot,original_coordinate_drift,0.9794866841643817,256
2,pitch,C02-T001,256,log_jtfot,original_coordinate_drift,0.9560773728696406,256
2,pitch,C02-T001,256,bidirectional_cumulative_energy,original_coordinate_drift,0.847979122855739,256
2,pitch,C02-T001,256,log_quadrature_bicul,original_coordinate_drift,0.8356870200568953,256
2,pitch,C02-T001,256,fading,original_coordinate_drift,0.8371885520940235,256
2,pitch,C02-T002,256,waveform_l1,both_directed,0.439453125,256
2,pitch,C02-T002,256,waveform_mse,both_directed,0.25,256
2,pitch,C02-T002,256,single_stft,both_directed,0.501953125,256
2,pitch,C02-T002,256,linear_mss,both_directed,0.578125,256
2,pitch,C02-T002,256,smooth_mss,both_directed,0.701171875,256
2,pitch,C02-T002,256,sot_published_composite,both_directed,0.619140625,256
2,pitch,C02-T002,256,linear_jtfot,both_directed,0.78125,256
2,pitch,C02-T002,256,log_jtfot,both_directed,0.791015625,256
2,pitch,C02-T002,256,bidirectional_cumulative_energy,both_directed,0.953125,256
2,pitch,C02-T002,256,log_quadrature_bicul,both_directed,0.947265625,256
2,pitch,C02-T002,256,fading,both_directed,0.953125,256
2,pitch,C02-T002,256,waveform_l1,pitch_directed,0.46484375,256
2,pitch,C02-T002,256,waveform_mse,pitch_directed,0.259765625,256
2,pitch,C02-T002,256,single_stft,pitch_directed,0.517578125,256
2,pitch,C02-T002,256,linear_mss,pitch_directed,0.62109375,256
2,pitch,C02-T002,256,smooth_mss,pitch_directed,0.767578125,256
2,pitch,C02-T002,256,sot_published_composite,pitch_directed,0.619140625,256
2,pitch,C02-T002,256,linear_jtfot,pitch_directed,0.810546875,256
2,pitch,C02-T002,256,log_jtfot,pitch_directed,0.82421875,256
2,pitch,C02-T002,256,bidirectional_cumulative_energy,pitch_directed,0.96875,256
2,pitch,C02-T002,256,log_quadrature_bicul,pitch_directed,0.962890625,256
2,pitch,C02-T002,256,fading,pitch_directed,0.953125,256
2,pitch,C02-T002,256,waveform_l1,time_directed,0.7083333333333334,48
2,pitch,C02-T002,256,waveform_mse,time_directed,0.71875,48
2,pitch,C02-T002,256,single_stft,time_directed,0.8958333333333334,48
2,pitch,C02-T002,256,linear_mss,time_directed,0.7604166666666666,48
2,pitch,C02-T002,256,smooth_mss,time_directed,0.5520833333333334,48
2,pitch,C02-T002,256,sot_published_composite,time_directed,1.0,48
2,pitch,C02-T002,256,linear_jtfot,time_directed,0.8125,48
