profile,perturbation,metric,variant,directions,mean_percent,delta_pp
structured,isolated_timing,onset_directed,cel8_051,↗ ↘ ↑ ↓,91.96298337006613,2.2995892606692045
structured,isolated_timing,onset_directed,cel8_051_lw,↗ ↘ ↑ ↓ + LW,93.8002905229413,4.136896413544383
structured,isolated_timing,onset_directed,cel8_052,↖ ↑ ↓,88.06404862085087,-1.59934548854605
structured,isolated_timing,onset_directed,cel8_052_lw,↖ ↑ ↓ + LW,86.46972884525479,-3.193665264142126
structured,isolated_timing,onset_directed,cel8_053,↗ ↖ ↑ ↓,89.1916783543712,-0.4717157550257145
structured,isolated_timing,onset_directed,cel8_053_lw,↗ ↖ ↑ ↓ + LW,90.31884057971014,0.6554464703132284
structured,isolated_timing,onset_directed,cel8_054,↘ ↖ ↑ ↓,90.48375409069659,0.8203599812996704
structured,isolated_timing,onset_directed,cel8_054_lw,↘ ↖ ↑ ↓ + LW,90.78494623655915,1.121552127162223
structured,isolated_timing,onset_directed,cel8_055,↗ ↘ ↖ ↑ ↓,90.25081813931745,0.5874240299205191
structured,isolated_timing,onset_directed,cel8_055_lw,↗ ↘ ↖ ↑ ↓ + LW,91.90918653576438,2.245792426367457
structured,isolated_timing,onset_directed,cel8_056,↙ ↑ ↓,91.85366993922395,2.1902758298270264
structured,isolated_timing,onset_directed,cel8_056_lw,↙ ↑ ↓ + LW,92.49742870500235,2.834034595605428
structured,isolated_timing,onset_directed,cel8_057,↗ ↙ ↑ ↓,91.89223936418888,2.2288452547919584
structured,isolated_timing,onset_directed,cel8_057_lw,↗ ↙ ↑ ↓ + LW,93.54195885928004,3.8785647498831204
structured,isolated_timing,onset_directed,cel8_058,↘ ↙ ↑ ↓,92.82854137447404,3.165147265077137
structured,isolated_timing,onset_directed,cel8_058_lw,↘ ↙ ↑ ↓ + LW,93.10378681626928,3.4403927068723665
structured,isolated_timing,onset_directed,cel8_059,↗ ↘ ↙ ↑ ↓,92.77092099111735,3.1075268817204265
structured,isolated_timing,onset_directed,cel8_059_lw,↗ ↘ ↙ ↑ ↓ + LW,93.5070126227209,3.8436185133239817
structured,isolated_timing,onset_directed,cel8_060,↖ ↙ ↑ ↓,89.00198690977092,-0.6614071996259935
structured,isolated_timing,onset_directed,cel8_060_lw,↖ ↙ ↑ ↓ + LW,88.1636278634876,-1.499766245909309
structured,isolated_timing,onset_directed,cel8_061,↗ ↖ ↙ ↑ ↓,89.55610098176719,-0.1072931276297373
structured,isolated_timing,onset_directed,cel8_061_lw,↗ ↖ ↙ ↑ ↓ + LW,90.75514258999532,1.0917484805984063
structured,isolated_timing,onset_directed,cel8_062,↘ ↖ ↙ ↑ ↓,90.78202431042543,1.1186302010285143
structured,isolated_timing,onset_directed,cel8_062_lw,↘ ↖ ↙ ↑ ↓ + LW,91.15509583917718,1.4917017297802704
structured,isolated_timing,onset_directed,cel8_063,↗ ↘ ↖ ↙ ↑ ↓,90.70839177185601,1.0449976624590906
structured,isolated_timing,onset_directed,cel8_063_lw,↗ ↘ ↖ ↙ ↑ ↓ + LW,91.52688172043011,1.863487611033185
structured,isolated_timing,onset_directed,cel8_064,→,78.66603219127764,-10.99736191811928
structured,isolated_timing,onset_directed,cel8_064_lw,→ + LW,82.3283410138249,-7.335053095572028
structured,isolated_timing,onset_directed,cel8_065,↗ →,88.61021505376345,-1.0531790556334713
structured,isolated_timing,onset_directed,cel8_065_lw,↗ → + LW,90.40614773258532,0.7427536231884024
structured,isolated_timing,onset_directed,cel8_066,↘ →,86.46765845188004,-3.1957356575168627
structured,isolated_timing,onset_directed,cel8_066_lw,↘ → + LW,89.38759767581648,-0.27579643358044137
structured,isolated_timing,onset_directed,cel8_067,↗ ↘ →,88.88561076604556,-0.7777833433513653
structured,isolated_timing,onset_directed,cel8_067_lw,↗ ↘ → + LW,91.25970079476392,1.5963066853669938
structured,isolated_timing,onset_directed,cel8_068,↖ →,85.3187237026648,-4.344670406732118
structured,isolated_timing,onset_directed,cel8_068_lw,↖ → + LW,84.07012622720897,-5.593267882187944
structured,isolated_timing,onset_directed,cel8_069,↗ ↖ →,87.29102384291724,-2.372370266479662
structured,isolated_timing,onset_directed,cel8_069_lw,↗ ↖ → + LW,87.6873539036933,-1.9760402057036024
structured,isolated_timing,onset_directed,cel8_070,↘ ↖ →,87.19798971482001,-2.465404394576906
structured,isolated_timing,onset_directed,cel8_070_lw,↘ ↖ → + LW,87.90112201963535,-1.7622720897615656
structured,isolated_timing,onset_directed,cel8_071,↗ ↘ ↖ →,89.29721832632072,-0.366175783076203
structured,isolated_timing,onset_directed,cel8_071_lw,↗ ↘ ↖ → + LW,89.98468910705938,0.3212949976624607
structured,isolated_timing,onset_directed,cel8_072,↙ →,84.83496961196822,-4.82842449742871
structured,isolated_timing,onset_directed,cel8_072_lw,↙ → + LW,88.44086021505375,-1.2225338943431558
structured,isolated_timing,onset_directed,cel8_073,↗ ↙ →,88.98550724637681,-0.6778868630201051
structured,isolated_timing,onset_directed,cel8_073_lw,↗ ↙ → + LW,91.11652641421225,1.4531323048153326
structured,isolated_timing,onset_directed,cel8_074,↘ ↙ →,88.9787283777466,-0.6846657316503052
structured,isolated_timing,onset_directed,cel8_074_lw,↘ ↙ → + LW,91.23375409069658,1.5703599812996711
structured,isolated_timing,onset_directed,cel8_075,↗ ↘ ↙ →,90.21622253389434,0.5528284244974313
structured,isolated_timing,onset_directed,cel8_075_lw,↗ ↘ ↙ → + LW,92.17695184665733,2.5135577372604025
structured,isolated_timing,onset_directed,cel8_076,↖ ↙ →,86.54955586722768,-3.113838242169237
structured,isolated_timing,onset_directed,cel8_076_lw,↖ ↙ → + LW,85.48889668069191,-4.1744974287050045
structured,isolated_timing,onset_directed,cel8_077,↗ ↖ ↙ →,87.75549322113139,-1.907900888265543
structured,isolated_timing,onset_directed,cel8_077_lw,↗ ↖ ↙ → + LW,88.03985507246377,-1.623539036933147
structured,isolated_timing,onset_directed,cel8_078,↘ ↖ ↙ →,87.81685366993922,-1.846540439457689
structured,isolated_timing,onset_directed,cel8_078_lw,↘ ↖ ↙ → + LW,87.87821411874708,-1.7851799906498378
structured,isolated_timing,onset_directed,cel8_079,↗ ↘ ↖ ↙ →,88.89913510986443,-0.7642589995324911
structured,isolated_timing,onset_directed,cel8_079_lw,↗ ↘ ↖ ↙ → + LW,90.57550257129499,0.9121084618980729
structured,isolated_timing,onset_directed,cel8_080,↑ →,89.12263741401189,-0.5407566953850251
structured,isolated_timing,onset_directed,cel8_080_lw,↑ → + LW,87.36235223402124,-2.301041875375673
structured,isolated_timing,onset_directed,cel8_081,↗ ↑ →,91.12108461898084,1.4576905095839143
structured,isolated_timing,onset_directed,cel8_081_lw,↗ ↑ → + LW,90.95889267347893,1.2954985640820178
structured,isolated_timing,onset_directed,cel8_082,↘ ↑ →,91.09692446403525,1.4335303546383433
structured,isolated_timing,onset_directed,cel8_082_lw,↘ ↑ → + LW,91.43037467441395,1.7669805650170374
structured,isolated_timing,onset_directed,cel8_083,↗ ↘ ↑ →,91.48787818072532,1.8244840713283943
structured,isolated_timing,onset_directed,cel8_083_lw,↗ ↘ ↑ → + LW,92.22291791892073,2.5595238095238115
structured,isolated_timing,onset_directed,cel8_084,↖ ↑ →,88.33450210378682,-1.328892005610094
structured,isolated_timing,onset_directed,cel8_084_lw,↖ ↑ → + LW,85.88113604488079,-3.782258064516131
structured,isolated_timing,onset_directed,cel8_085,↗ ↖ ↑ →,89.4181860682562,-0.24520804114071537
structured,isolated_timing,onset_directed,cel8_085_lw,↗ ↖ ↑ → + LW,89.28669939223937,-0.37669471715755243
structured,isolated_timing,onset_directed,cel8_086,↘ ↖ ↑ →,89.94424964936887,0.280855539971947
structured,isolated_timing,onset_directed,cel8_086_lw,↘ ↖ ↑ → + LW,89.14808321645629,-0.5153108929406319
structured,isolated_timing,onset_directed,cel8_087,↗ ↘ ↖ ↑ →,90.79301075268818,1.1296166432912536
structured,isolated_timing,onset_directed,cel8_087_lw,↗ ↘ ↖ ↑ → + LW,90.73527349228611,1.0718793828892044
structured,isolated_timing,onset_directed,cel8_088,↙ ↑ →,90.1621084618981,0.49871435250117
structured,isolated_timing,onset_directed,cel8_088_lw,↙ ↑ → + LW,89.78389434315099,0.12050023375408947
structured,isolated_timing,onset_directed,cel8_089,↗ ↙ ↑ →,91.68384759233288,2.020453482935955
structured,isolated_timing,onset_directed,cel8_089_lw,↗ ↙ ↑ → + LW,92.1193314633006,2.455937353903695
structured,isolated_timing,onset_directed,cel8_090,↘ ↙ ↑ →,92.16082281439925,2.497428705002341
structured,isolated_timing,onset_directed,cel8_090_lw,↘ ↙ ↑ → + LW,91.93676951846656,2.2733754090696583
structured,isolated_timing,onset_directed,cel8_091,↗ ↘ ↙ ↑ →,92.14679756895747,2.483403459560543
structured,isolated_timing,onset_directed,cel8_091_lw,↗ ↘ ↙ ↑ → + LW,93.1797568957457,3.5163627863487648
structured,isolated_timing,onset_directed,cel8_092,↖ ↙ ↑ →,88.39936886395512,-1.264025245441791
structured,isolated_timing,onset_directed,cel8_092_lw,↖ ↙ ↑ → + LW,86.9651706404862,-2.698223468910707
structured,isolated_timing,onset_directed,cel8_093,↗ ↖ ↙ ↑ →,90.2332865825152,0.5698924731182803
structured,isolated_timing,onset_directed,cel8_093_lw,↗ ↖ ↙ ↑ → + LW,89.28132304815335,-0.3820710612435718
structured,isolated_timing,onset_directed,cel8_094,↘ ↖ ↙ ↑ →,89.87050023375409,0.20710612435717313
structured,isolated_timing,onset_directed,cel8_094_lw,↘ ↖ ↙ ↑ → + LW,89.69857410004674,0.035179990649836235
structured,isolated_timing,onset_directed,cel8_095,↗ ↘ ↖ ↙ ↑ →,91.00327255726975,1.3398784478728358
structured,isolated_timing,onset_directed,cel8_095_lw,↗ ↘ ↖ ↙ ↑ → + LW,91.22089761570827,1.5575035063113556
structured,isolated_timing,onset_directed,cel8_096,↓ →,81.84473719361517,-7.818656915781744
structured,isolated_timing,onset_directed,cel8_096_lw,↓ → + LW,86.39799973285247,-3.265394376544442
structured,isolated_timing,onset_directed,cel8_097,↗ ↓ →,89.13101916783543,-0.5323749415614781
structured,isolated_timing,onset_directed,cel8_097_lw,↗ ↓ → + LW,90.30309557202966,0.639701462632733
structured,isolated_timing,onset_directed,cel8_098,↘ ↓ →,88.89823348694316,-0.7651606224537533
structured,isolated_timing,onset_directed,cel8_098_lw,↘ ↓ → + LW,91.40384358511989,1.740449475722966
structured,isolated_timing,onset_directed,cel8_099,↗ ↘ ↓ →,90.3203933747412,0.6569992653442935
structured,isolated_timing,onset_directed,cel8_099_lw,↗ ↘ ↓ → + LW,92.41225873238497,2.7488646229880427
structured,isolated_timing,onset_directed,cel8_100,↖ ↓ →,85.7798036465638,-3.8835904628330975
structured,isolated_timing,onset_directed,cel8_100_lw,↖ ↓ → + LW,85.75841514726508,-3.904978962131839
structured,isolated_timing,onset_directed,cel8_101,↗ ↖ ↓ →,88.04873772791024,-1.6146563814866761
structured,isolated_timing,onset_directed,cel8_101_lw,↗ ↖ ↓ → + LW,89.54803646563815,-0.11535764375877056
structured,isolated_timing,onset_directed,cel8_102,↘ ↖ ↓ →,88.07129499766245,-1.59209911173446
structured,isolated_timing,onset_directed,cel8_102_lw,↘ ↖ ↓ → + LW,89.3284244974287,-0.33496961196821107
structured,isolated_timing,onset_directed,cel8_103,↗ ↘ ↖ ↓ →,89.38861617578307,-0.27477793361384284
structured,isolated_timing,onset_directed,cel8_103_lw,↗ ↘ ↖ ↓ → + LW,91.22089761570827,1.5575035063113614
structured,isolated_timing,onset_directed,cel8_104,↙ ↓ →,87.88452547919587,-1.7788686302010333
structured,isolated_timing,onset_directed,cel8_104_lw,↙ ↓ → + LW,90.45523609163159,0.7918419822346867
structured,isolated_timing,onset_directed,cel8_105,↗ ↙ ↓ →,90.07971014492753,0.41631603553062
structured,isolated_timing,onset_directed,cel8_105_lw,↗ ↙ ↓ → + LW,92.04558204768584,2.382187938288918
structured,isolated_timing,onset_directed,cel8_106,↘ ↙ ↓ →,90.20079476390838,0.5374006545114551
structured,isolated_timing,onset_directed,cel8_106_lw,↘ ↙ ↓ → + LW,92.28377746610565,2.62038335670875
structured,isolated_timing,onset_directed,cel8_107,↗ ↘ ↙ ↓ →,90.82994389901823,1.1665497896213157
structured,isolated_timing,onset_directed,cel8_107_lw,↗ ↘ ↙ ↓ → + LW,93.04301075268818,3.3796166432912584
structured,isolated_timing,onset_directed,cel8_108,↖ ↙ ↓ →,87.35951379149135,-2.30388031790556
structured,isolated_timing,onset_directed,cel8_108_lw,↖ ↙ ↓ → + LW,87.23153342683497,-2.4318606825619424
structured,isolated_timing,onset_directed,cel8_109,↗ ↖ ↙ ↓ →,88.66409537166902,-0.9992987377279078
structured,isolated_timing,onset_directed,cel8_109_lw,↗ ↖ ↙ ↓ → + LW,89.7705703599813,0.10717625058438152
structured,isolated_timing,onset_directed,cel8_110,↘ ↖ ↙ ↓ →,88.6815100514259,-0.9818840579710164
structured,isolated_timing,onset_directed,cel8_110_lw,↘ ↖ ↙ ↓ → + LW,90.12985039738194,0.466456287985037
structured,isolated_timing,onset_directed,cel8_111,↗ ↘ ↖ ↙ ↓ →,89.26051893408136,-0.40287517531557016
structured,isolated_timing,onset_directed,cel8_111_lw,↗ ↘ ↖ ↙ ↓ → + LW,91.35051425899952,1.6871201496026167
structured,isolated_timing,onset_directed,cel8_112,↑ ↓ →,88.18621852668136,-1.4771755827155564
structured,isolated_timing,onset_directed,cel8_112_lw,↑ ↓ → + LW,88.2460595738997,-1.4173345354972222
structured,isolated_timing,onset_directed,cel8_113,↗ ↑ ↓ →,90.7340212382288,1.0706271288318998
structured,isolated_timing,onset_directed,cel8_113_lw,↗ ↑ ↓ → + LW,91.65828491284311,1.9948908034462032
structured,isolated_timing,onset_directed,cel8_114,↘ ↑ ↓ →,91.23191745141254,1.568523342015629
structured,isolated_timing,onset_directed,cel8_114_lw,↘ ↑ ↓ → + LW,92.39285714285714,2.7294630334602275
structured,isolated_timing,onset_directed,cel8_115,↗ ↘ ↑ ↓ →,91.5055266145729,1.8421325051759836
structured,isolated_timing,onset_directed,cel8_115_lw,↗ ↘ ↑ ↓ → + LW,93.5781072597342,3.914713150337273
structured,isolated_timing,onset_directed,cel8_116,↖ ↑ ↓ →,88.62388966806918,-1.0395044413277266
structured,isolated_timing,onset_directed,cel8_116_lw,↖ ↑ ↓ → + LW,88.06615240766713,-1.5972417017297817
structured,isolated_timing,onset_directed,cel8_117,↗ ↖ ↑ ↓ →,89.49731182795699,-0.1660822814399221
structured,isolated_timing,onset_directed,cel8_117_lw,↗ ↖ ↑ ↓ → + LW,90.75794763908368,1.0945535296867648
structured,isolated_timing,onset_directed,cel8_118,↘ ↖ ↑ ↓ →,90.52992052360915,0.8665264142122403
structured,isolated_timing,onset_directed,cel8_118_lw,↘ ↖ ↑ ↓ → + LW,90.64200561009818,0.9786115007012569
structured,isolated_timing,onset_directed,cel8_119,↗ ↘ ↖ ↑ ↓ →,91.03342683496962,1.3700327255726923
structured,isolated_timing,onset_directed,cel8_119_lw,↗ ↘ ↖ ↑ ↓ → + LW,91.82059373539037,2.157199625993447
structured,isolated_timing,onset_directed,cel8_120,↙ ↑ ↓ →,90.22358578775129,0.5601916783543687
structured,isolated_timing,onset_directed,cel8_120_lw,↙ ↑ ↓ → + LW,91.35974754558205,1.696353436185133
structured,isolated_timing,onset_directed,cel8_121,↗ ↙ ↑ ↓ →,91.34361851332399,1.680224403927072
structured,isolated_timing,onset_directed,cel8_121_lw,↗ ↙ ↑ ↓ → + LW,93.14481065918653,3.481416549789623
structured,isolated_timing,onset_directed,cel8_122,↘ ↙ ↑ ↓ →,92.1553295932679,2.4919354838709715
structured,isolated_timing,onset_directed,cel8_122_lw,↘ ↙ ↑ ↓ → + LW,92.6238896680692,2.960495558672274
structured,isolated_timing,onset_directed,cel8_123,↗ ↘ ↙ ↑ ↓ →,91.81019167835439,2.146797568957459
structured,isolated_timing,onset_directed,cel8_123_lw,↗ ↘ ↙ ↑ ↓ → + LW,93.80575035063113,4.142356241234227
structured,isolated_timing,onset_directed,cel8_124,↖ ↙ ↑ ↓ →,89.21470313230482,-0.44869097709210326
structured,isolated_timing,onset_directed,cel8_124_lw,↖ ↙ ↑ ↓ → + LW,88.59934548854605,-1.0640486208508715
structured,isolated_timing,onset_directed,cel8_125,↗ ↖ ↙ ↑ ↓ →,90.18431510051425,0.5209209911173462
structured,isolated_timing,onset_directed,cel8_125_lw,↗ ↖ ↙ ↑ ↓ → + LW,90.64925198690977,0.9858578775128551
structured,isolated_timing,onset_directed,cel8_126,↘ ↖ ↙ ↑ ↓ →,90.43349696119682,0.7701028517999087
structured,isolated_timing,onset_directed,cel8_126_lw,↘ ↖ ↙ ↑ ↓ → + LW,91.05060776063581,1.3872136512388917
structured,isolated_timing,onset_directed,cel8_127,↗ ↘ ↖ ↙ ↑ ↓ →,90.80165965404395,1.1382655446470298
structured,isolated_timing,onset_directed,cel8_127_lw,↗ ↘ ↖ ↙ ↑ ↓ → + LW,91.7432211313698,2.07982702197288
structured,isolated_timing,onset_directed,cel8_128,←,76.7910572363588,-12.872336873038131
structured,isolated_timing,onset_directed,cel8_128_lw,← + LW,82.18793828892005,-7.475455820476859
structured,isolated_timing,onset_directed,cel8_129,↗ ←,86.95698924731184,-2.706404862085088
structured,isolated_timing,onset_directed,cel8_129_lw,↗ ← + LW,87.72510518934082,-1.9382889200560998
structured,isolated_timing,onset_directed,cel8_130,↘ ←,84.80002337540907,-4.863370733987848
structured,isolated_timing,onset_directed,cel8_130_lw,↘ ← + LW,87.22861150070126,-2.4347826086956488
structured,isolated_timing,onset_directed,cel8_131,↗ ↘ ←,88.1473819541842,-1.5160121552127177
structured,isolated_timing,onset_directed,cel8_131_lw,↗ ↘ ← + LW,89.88849929873773,0.22510518934081292
structured,isolated_timing,onset_directed,cel8_132,↖ ←,82.62377279102384,-7.039621318373071
structured,isolated_timing,onset_directed,cel8_132_lw,↖ ← + LW,82.0273492286115,-7.636044880785414
structured,isolated_timing,onset_directed,cel8_133,↗ ↖ ←,86.51098644226273,-3.1524076671341716
structured,isolated_timing,onset_directed,cel8_133_lw,↗ ↖ ← + LW,87.23877980364657,-2.4246143057503526
structured,isolated_timing,onset_directed,cel8_134,↘ ↖ ←,85.46552127162225,-4.197872837774663
structured,isolated_timing,onset_directed,cel8_134_lw,↘ ↖ ← + LW,86.86150070126229,-2.801893408134637
structured,isolated_timing,onset_directed,cel8_135,↗ ↘ ↖ ←,88.46633941093968,-1.1970546984572255
structured,isolated_timing,onset_directed,cel8_135_lw,↗ ↘ ↖ ← + LW,89.29055633473585,-0.37283777466106116
structured,isolated_timing,onset_directed,cel8_136,↙ ←,80.14971949509116,-9.513674614305748
structured,isolated_timing,onset_directed,cel8_136_lw,↙ ← + LW,85.90217391304347,-3.7612201963534373
structured,isolated_timing,onset_directed,cel8_137,↗ ↙ ←,87.5074801309023,-2.1559139784946253
structured,isolated_timing,onset_directed,cel8_137_lw,↗ ↙ ← + LW,89.56112669471716,-0.10226741467975475
structured,isolated_timing,onset_directed,cel8_138,↘ ↙ ←,86.7872837774661,-2.876110331930806
structured,isolated_timing,onset_directed,cel8_138_lw,↘ ↙ ← + LW,88.81767180925667,-0.8457223001402475
structured,isolated_timing,onset_directed,cel8_139,↗ ↘ ↙ ←,88.75046750818139,-0.9129266012155274
structured,isolated_timing,onset_directed,cel8_139_lw,↗ ↘ ↙ ← + LW,90.5970079476391,0.9336138382421755
structured,isolated_timing,onset_directed,cel8_140,↖ ↙ ←,84.4963768115942,-5.167017297802712
structured,isolated_timing,onset_directed,cel8_140_lw,↖ ↙ ← + LW,83.89317438055166,-5.770219728845253
structured,isolated_timing,onset_directed,cel8_141,↗ ↖ ↙ ←,86.92286115007013,-2.740532959326786
structured,isolated_timing,onset_directed,cel8_141_lw,↗ ↖ ↙ ← + LW,87.3349696119682,-2.328424497428705
structured,isolated_timing,onset_directed,cel8_142,↘ ↖ ↙ ←,86.6912108461898,-2.9721832632071066
structured,isolated_timing,onset_directed,cel8_142_lw,↘ ↖ ↙ ← + LW,87.62073398784477,-2.042660121552131
structured,isolated_timing,onset_directed,cel8_143,↗ ↘ ↖ ↙ ←,87.773492286115,-1.8899018232819058
structured,isolated_timing,onset_directed,cel8_143_lw,↗ ↘ ↖ ↙ ← + LW,89.8496961196821,0.18630201028517757
structured,isolated_timing,onset_directed,cel8_144,↑ ←,88.02816736792893,-1.6352267414679766
structured,isolated_timing,onset_directed,cel8_144_lw,↑ ← + LW,85.57702197288452,-4.086372136512392
structured,isolated_timing,onset_directed,cel8_145,↗ ↑ ←,89.42064048620851,-0.24275362318839921
structured,isolated_timing,onset_directed,cel8_145_lw,↗ ↑ ← + LW,89.65404394576906,-0.009350163627869224
structured,isolated_timing,onset_directed,cel8_146,↘ ↑ ←,89.7219495091164,0.058555399719495416
structured,isolated_timing,onset_directed,cel8_146_lw,↘ ↑ ← + LW,89.82924263674614,0.16584852734923272
structured,isolated_timing,onset_directed,cel8_147,↗ ↘ ↑ ←,90.50233754090696,0.838943431510053
structured,isolated_timing,onset_directed,cel8_147_lw,↗ ↘ ↑ ← + LW,91.08286582515194,1.4194717157550274
structured,isolated_timing,onset_directed,cel8_148,↖ ↑ ←,86.60916316035532,-3.0542309490416084
structured,isolated_timing,onset_directed,cel8_148_lw,↖ ↑ ← + LW,84.7522206638616,-4.9111734455352964
structured,isolated_timing,onset_directed,cel8_149,↗ ↖ ↑ ←,88.26449275362319,-1.3989013557737269
structured,isolated_timing,onset_directed,cel8_149_lw,↗ ↖ ↑ ← + LW,88.32082748948108,-1.342566619915847
structured,isolated_timing,onset_directed,cel8_150,↘ ↖ ↑ ←,88.51694717157552,-1.1464469378214077
structured,isolated_timing,onset_directed,cel8_150_lw,↘ ↖ ↑ ← + LW,88.5101683029453,-1.153225806451616
structured,isolated_timing,onset_directed,cel8_151,↗ ↘ ↖ ↑ ←,89.6514726507714,-0.011921458625527293
structured,isolated_timing,onset_directed,cel8_151_lw,↗ ↘ ↖ ↑ ← + LW,89.93419822346893,0.2708041140720041
structured,isolated_timing,onset_directed,cel8_152,↙ ↑ ←,88.49871435250117,-1.1646797568957505
structured,isolated_timing,onset_directed,cel8_152_lw,↙ ↑ ← + LW,88.58298270219728,-1.0804114071996274
structured,isolated_timing,onset_directed,cel8_153,↗ ↙ ↑ ←,90.10063113604487,0.43723702664796305
structured,isolated_timing,onset_directed,cel8_153_lw,↗ ↙ ↑ ← + LW,91.02173913043478,1.3583450210378711
structured,isolated_timing,onset_directed,cel8_154,↘ ↙ ↑ ←,89.268115942029,-0.39527816736792953
structured,isolated_timing,onset_directed,cel8_154_lw,↘ ↙ ↑ ← + LW,90.2606358111267,0.597241701729781
structured,isolated_timing,onset_directed,cel8_155,↗ ↘ ↙ ↑ ←,90.90381019167836,1.2404160822814396
structured,isolated_timing,onset_directed,cel8_155_lw,↗ ↘ ↙ ↑ ← + LW,91.33707339878448,1.6736792893875667
structured,isolated_timing,onset_directed,cel8_156,↖ ↙ ↑ ←,86.72849462365592,-2.9348994857410022
structured,isolated_timing,onset_directed,cel8_156_lw,↖ ↙ ↑ ← + LW,85.70804114071997,-3.9553529686769506
structured,isolated_timing,onset_directed,cel8_157,↗ ↖ ↙ ↑ ←,88.7850631136045,-0.8783309957924257
structured,isolated_timing,onset_directed,cel8_157_lw,↗ ↖ ↙ ↑ ← + LW,88.91339410939692,-0.7499999999999979
structured,isolated_timing,onset_directed,cel8_158,↘ ↖ ↙ ↑ ←,88.74310425432445,-0.9202898550724703
structured,isolated_timing,onset_directed,cel8_158_lw,↘ ↖ ↙ ↑ ← + LW,88.6905095839177,-0.9728845254791979
structured,isolated_timing,onset_directed,cel8_159,↗ ↘ ↖ ↙ ↑ ←,90.14071996259935,0.4773258532024288
structured,isolated_timing,onset_directed,cel8_159_lw,↗ ↘ ↖ ↙ ↑ ← + LW,90.205703599813,0.5423094904160819
structured,isolated_timing,onset_directed,cel8_160,↓ ←,80.08532024310425,-9.578073866292659
structured,isolated_timing,onset_directed,cel8_160_lw,↓ ← + LW,85.00712949976625,-4.65626460963067
structured,isolated_timing,onset_directed,cel8_161,↗ ↓ ←,87.770804114072,-1.89258999532492
structured,isolated_timing,onset_directed,cel8_161_lw,↗ ↓ ← + LW,89.00864890135578,-0.6547452080411381
structured,isolated_timing,onset_directed,cel8_162,↘ ↓ ←,86.85472183263207,-2.8086722767648453
structured,isolated_timing,onset_directed,cel8_162_lw,↘ ↓ ← + LW,90.33076203833566,0.6673679289387585
structured,isolated_timing,onset_directed,cel8_163,↗ ↘ ↓ ←,88.72615708274894,-0.9372370266479663
structured,isolated_timing,onset_directed,cel8_163_lw,↗ ↘ ↓ ← + LW,90.80575035063114,1.1423562412342214
structured,isolated_timing,onset_directed,cel8_164,↖ ↓ ←,83.33742402992051,-6.325970079476395
structured,isolated_timing,onset_directed,cel8_164_lw,↖ ↓ ← + LW,85.02582982702198,-4.637564282374942
structured,isolated_timing,onset_directed,cel8_165,↗ ↖ ↓ ←,87.50374006545114,-2.1596540439457663
structured,isolated_timing,onset_directed,cel8_165_lw,↗ ↖ ↓ ← + LW,88.26647966339411,-1.3969144460028033
structured,isolated_timing,onset_directed,cel8_166,↘ ↖ ↓ ←,85.99532491818607,-3.668069191210846
structured,isolated_timing,onset_directed,cel8_166_lw,↘ ↖ ↓ ← + LW,88.64516129032258,-1.0182328190743357
structured,isolated_timing,onset_directed,cel8_167,↗ ↘ ↖ ↓ ←,88.70137914913511,-0.9620149602618061
structured,isolated_timing,onset_directed,cel8_167_lw,↗ ↘ ↖ ↓ ← + LW,89.99719495091163,0.333800841514717
structured,isolated_timing,onset_directed,cel8_168,↙ ↓ ←,84.42531556802244,-5.2380785413744775
structured,isolated_timing,onset_directed,cel8_168_lw,↙ ↓ ← + LW,88.76519401589526,-0.8982000935016415
structured,isolated_timing,onset_directed,cel8_169,↗ ↙ ↓ ←,88.40696587190276,-1.256428237494156
structured,isolated_timing,onset_directed,cel8_169_lw,↗ ↙ ↓ ← + LW,90.97604020570361,1.3126460963066884
structured,isolated_timing,onset_directed,cel8_170,↘ ↙ ↓ ←,88.17064048620851,-1.4927536231884058
structured,isolated_timing,onset_directed,cel8_170_lw,↘ ↙ ↓ ← + LW,90.26250584385227,0.5991117344553543
structured,isolated_timing,onset_directed,cel8_171,↗ ↘ ↙ ↓ ←,89.57293127629733,-0.09046283309958325
structured,isolated_timing,onset_directed,cel8_171_lw,↗ ↘ ↙ ↓ ← + LW,91.49836372136512,1.8349696119682124
structured,isolated_timing,onset_directed,cel8_172,↖ ↙ ↓ ←,85.20114539504442,-4.462248714352504
structured,isolated_timing,onset_directed,cel8_172_lw,↖ ↙ ↓ ← + LW,86.78284244974287,-2.8805516596540457
structured,isolated_timing,onset_directed,cel8_173,↗ ↖ ↙ ↓ ←,87.33683964469378,-2.3265544647031344
structured,isolated_timing,onset_directed,cel8_173_lw,↗ ↖ ↙ ↓ ← + LW,88.58368396446939,-1.079710144927537
structured,isolated_timing,onset_directed,cel8_174,↘ ↖ ↙ ↓ ←,86.75455820476859,-2.908835904628332
structured,isolated_timing,onset_directed,cel8_174_lw,↘ ↖ ↙ ↓ ← + LW,89.19915848527349,-0.46423562412342134
structured,isolated_timing,onset_directed,cel8_175,↗ ↘ ↖ ↙ ↓ ←,88.38031790556334,-1.283076203833569
structured,isolated_timing,onset_directed,cel8_175_lw,↗ ↘ ↖ ↙ ↓ ← + LW,90.14773258532024,0.4843384759233238
structured,isolated_timing,onset_directed,cel8_176,↑ ↓ ←,88.08450210378682,-1.5788920056100941
