loss,label,cardinality,target_index,target_id,pitch_mae_cents,onset_mae_ms,log_spectral_distance_db,initial_loss,reported_loss,terminal_loss,updates,stopped_by,lr_reductions,target_f0_hz,target_onset_seconds,reported_f0_hz,reported_onset_seconds
tlog_cel,tlogCeL,6,114,C06-T0114,265.82516674422146,114.14180197282433,17.981790102429017,0.08982649303227133,0.018091233069796264,0.0197817831696347,1759,patience,4,"[130.2271257083385, 80.35545938352156, 184.47918531517868, 83.88877452758463, 118.67164770801695, 146.4385750292605]","[0.29875526578027284, 0.5106807034495571, 0.6445552410185297, 1.0569237840222954, 1.6341023746521413, 1.789433744969796]","[109.65530539826288, 182.02842710278333, 174.73026133170308, 81.0107084424885, 123.14527815471818, 184.51893488808213]","[0.30343437323234107, 0.5576307978528385, 0.6292436418499135, 1.0090470564212441, 1.6464143231713666, 1.7894307587056744]"
tlog_cel,tlogCeL,6,115,C06-T0115,371.42734405021173,247.07228921443314,20.907127439701878,0.06646692129546956,0.024930069567032278,0.028633573412042656,1102,patience,4,"[91.16525908205841, 126.35399320356585, 128.946102720593, 101.23838445536238, 253.26725486632847, 296.62143381203754]","[0.35088925573323665, 0.40775788206059876, 1.0347197338456522, 1.2101483913116282, 1.4015862346249053, 1.5091632457550133]","[113.26840493380422, 128.69352895043153, 182.0162993372173, 129.41472725590071, 150.4500725646394, 215.02416147673983]","[0.3501235243018181, 1.0027246644612675, 1.2465699738472744, 1.065165660629215, 1.339715864905544, 1.790869344689589]"
tlog_cel,tlogCeL,6,116,C06-T0116,379.0013490902024,140.78161169544327,21.56976182998279,0.06099511288498835,0.02057278801391348,0.0469737310199617,1144,patience,4,"[289.7291234614311, 146.9894182208961, 190.8351446814545, 145.41642659880063, 80.59213791684277, 137.71603140785982]","[0.43993478011124343, 0.5022050460457518, 0.6564074014031144, 0.7827042509689844, 1.2018577710209881, 1.2948407421068995]","[199.78246764164584, 142.03436098408872, 146.18724873309358, 152.7479709417256, 121.52200595104392, 165.05848029436518]","[0.4367866076690117, 0.549177610475158, 0.6883610519149995, 1.0465212978258827, 1.199582303137397, 1.7913635101555467]"
tlog_cel,tlogCeL,6,117,C06-T0117,40.86733589806272,26.163336397819517,15.622177368514635,0.06970782056659178,0.0039391722675730855,0.004806315827459922,1866,patience,6,"[208.24269213674205, 229.54434620548778, 92.90150699424996, 121.9112963307714, 91.29178481689003, 119.38131188787123]","[0.33712747638109575, 0.4889237751350563, 0.8119732570561092, 1.0526554138991826, 1.351525166871084, 1.55583123111301]","[207.75371766481862, 229.21630501915996, 92.40653587302903, 121.46685728432665, 94.90515134412959, 130.6295548034222]","[0.33618535451678166, 0.48859569830076716, 0.8169725437386257, 1.0539925745156322, 1.3378417504588531, 1.691521187090127]"
tlog_cel,tlogCeL,6,118,C06-T0118,210.29116637528682,170.5110457690034,20.072207724540135,0.10966216015722233,0.010607829664124987,0.011453330102884372,1309,patience,4,"[291.8984080611294, 85.85909766047575, 170.724715211503, 135.9424636999504, 86.39293705690795, 184.7582353202705]","[0.3151819120731923, 0.4094308906336251, 0.7461896917555022, 0.9251442500446881, 1.0796522789133314, 1.6172866766298755]","[165.2906369387138, 289.46672447929666, 86.11340115041754, 86.20418422769583, 172.41414648757745, 118.36338030417915]","[0.3167282516460085, 0.38076629671253504, 0.4418214398547584, 0.9892451259933444, 0.7270175172774938, 1.4101906616730062]"
tlog_cel,tlogCeL,6,119,C06-T0119,141.97355935923824,27.118903492685494,10.784370891872273,0.1301347334501433,0.003726931807839359,0.011213142947322355,1438,patience,4,"[166.40045460294868, 238.4111577505999, 94.75078884148007, 206.88942186292977, 127.0231337123598, 84.98349283538747]","[0.6619490555179937, 0.9661956666210172, 1.1375786262016085, 1.3598652499401838, 1.4180549629260093, 1.6301347391652619]","[166.43614390364797, 233.250727999206, 91.70852532862533, 124.76443308461151, 136.08188232812302, 84.94599545559672]","[0.6621082324679861, 0.9736287043045062, 1.1440365826457708, 1.3500965120541122, 1.434255173820244, 1.6364496142917737]"
tlog_cel,tlogCeL,6,120,C06-T0120,154.10968673915391,70.75484494990842,17.11153460952688,0.08232449756641169,0.013402523911033018,0.027782066642951596,1127,patience,4,"[235.41960935498946, 96.81609654716956, 316.3834065118001, 98.9373230158169, 83.53152946968376, 90.3366741275346]","[0.3475411325679735, 0.6237539998364642, 0.9254631837714015, 1.132801334510782, 1.2543699458589759, 1.5225311067316705]","[230.98243813174022, 259.4413477539699, 98.3697736350485, 117.91249832429754, 89.04188981892662, 84.95751677881927]","[0.3461815451502752, 0.6284737648724288, 0.686549865056594, 1.1297924547197071, 1.2951398194769481, 1.5029256619780678]"
tlog_cel,tlogCeL,6,121,C06-T0121,55.955289285501955,106.61496606677662,16.69387942369787,0.07239717660900596,0.008086391547719732,0.010337426596922765,1175,patience,4,"[275.32757823322993, 171.87221299970983, 223.20486436482645, 103.02585330350135, 90.36217302768952, 87.46756924166539]","[0.4006334545315916, 0.5368172229710524, 0.7135142531759439, 1.035452801814798, 1.171647213311189, 1.3339607366100028]","[231.59162788223006, 275.790190009048, 174.68034151509386, 111.6737778425186, 94.4946462210253, 86.26569851733771]","[0.40176877994659493, 0.5365444070561658, 0.6542532988866094, 1.0292603688683475, 1.104664167135653, 1.3325389210008098]"
tlog_cel,tlogCeL,6,122,C06-T0122,0.7671908472229308,0.1227784055678749,2.7239161995142083,0.09633196065280232,7.960463268485215e-05,0.0003597207512736789,2983,patience,7,"[154.80792208876326, 310.2294336391547, 279.1334804946262, 204.93190300344173, 160.47083801034393, 81.21302540171968]","[0.30678621710691667, 0.7918964395017611, 1.3396167304657296, 1.4153415805670555, 1.6760166221977295, 1.7942614598337432]","[154.80571157857267, 310.22278015451536, 279.08224860464094, 204.98806929675152, 160.1352890524886, 81.20715015090656]","[0.30680042887219033, 0.7917319472298525, 1.339492315711713, 1.415480524293028, 1.6759683612075036, 1.794507806759753]"
tlog_cel,tlogCeL,6,123,C06-T0123,231.4161597830148,134.07893971150253,21.886188905143094,0.0883189023028532,0.02330695016458946,0.02602551320321465,1106,patience,4,"[211.35185268664958, 162.0047129981195, 88.34256130545307, 302.98238192605123, 140.29514292725457, 175.76765772268362]","[0.22598108877794842, 0.5437935050507265, 0.6007594705517685, 1.1370797871345841, 1.4903188434948844, 1.738897481411462]","[214.57861507837634, 235.40337204541834, 122.80805500453141, 93.83073244609608, 167.11072200243262, 171.8880195313868]","[0.22962515176889164, 0.6694831811098602, 0.5630780030482363, 0.7058848533706235, 1.6773939298495006, 1.760645483493829]"
